timestamp,TimeMST,TemperatureC,Dew PointC,Humidity,Sea Level PressurehPa,VisibilityKm,Wind Direction,Wind SpeedKm/h,Gust SpeedKm/h,Precipitationmm,Events,Conditions,WindDirDegrees
30/1/2015 5:51,5:51 AM,14.4,13.3,93,1011.4,6.4,ESE,13,,0.04,Rain,Light Rain,110
30/1/2015 5:53,5:53 AM,14.4,13.3,93,1012.1,3.2,ESE,14.8,,0,Rain,Light Rain,110
30/1/2015 6:51,6:51 AM,14.4,12.8,90,1011.6,3.2,ESE,18.5,,0,,Overcast,110
30/1/2015 6:54,6:54 AM,14.4,12.8,90,1012.4,12.9,ESE,14.8,,,,Overcast,110
30/1/2015 6:58,6:58 AM,14.4,12.8,90,1012.4,12.9,East,16.7,,,,Overcast,100
30/1/2015 7:25,7:25 AM,14.4,12.8,90,1012.4,12.9,East,11.1,,,,Overcast,90
30/1/2015 7:51,7:51 AM,14.4,13.3,93,1011.7,11.3,East,11.1,,0,,Overcast,90
30/1/2015 8:17,8:17 AM,13.9,13.3,96,1012.1,4,ESE,18.5,,0.02,Rain,Light Rain,110
30/1/2015 8:51,8:51 AM,13.9,13.3,96,1011.5,4.8,ESE,18.5,,0.04,Rain,Light Rain,110
30/1/2015 9:02,9:02 AM,13.9,13.3,96,1012.1,6.4,East,20.4,,0,Rain,Light Rain,100
30/1/2015 9:29,9:29 AM,13.9,13.3,96,1012.4,1.6,East,13,,0,,Overcast,80
30/1/2015 9:35,9:35 AM,13.9,13.3,96,1012.4,1.6,East,13,,0,Rain,Light Rain,80
30/1/2015 9:51,9:51 AM,13.9,13.3,96,1011.4,2.4,East,13,,0.01,Rain,Light Rain,80
30/1/2015 10:51,10:51 AM,13.9,12.8,93,1011.6,2.4,East,16.7,,0.01,Rain,Light Rain,80
30/1/2015 11:51,11:51 AM,13.9,13.3,96,1011.2,4.8,ENE,14.8,,0,,Overcast,60
30/1/2015 12:19,12:19 PM,13.9,13.3,96,1011.4,2.8,East,14.8,,0.01,Rain,Light Rain,80
30/1/2015 12:51,12:51 PM,13.9,13.3,96,1010.3,2.8,East,11.1,,0.02,Rain,Light Rain,80
30/1/2015 13:32,1:32 PM,14.4,13.3,93,1010,4.8,East,11.1,,0.01,,Overcast,80
30/1/2015 13:51,1:51 PM,14.4,13.9,97,1009.4,4.8,East,9.3,,0.01,,Overcast,80
30/1/2015 14:51,2:51 PM,14.4,13.9,97,1009,4.8,WSW,7.4,,0.03,Rain,Light Rain,240
30/1/2015 15:12,3:12 PM,14.4,13.3,93,1009.4,11.3,NW,9.3,,0.01,Rain,Light Rain,320
30/1/2015 15:51,3:51 PM,15,13.3,90,1008.9,11.3,NNW,7.4,,0.02,Rain,Light Rain,340
30/1/2015 16:04,4:04 PM,15,13.3,90,1009.7,16.1,North,7.4,,0,,Overcast,360
30/1/2015 16:13,4:13 PM,15,13.3,90,1009.7,12.9,NE,5.6,,0,,Overcast,40
30/1/2015 16:21,4:21 PM,15,13.3,90,1009.7,12.9,East,5.6,,0,,Overcast,80
30/1/2015 16:29,4:29 PM,15,13.3,90,1009.7,12.9,Variable,5.6,,0,,Overcast,0
30/1/2015 16:38,4:38 PM,14.4,13.3,93,1009.7,9.7,East,11.1,,0,,Overcast,80
30/1/2015 16:46,4:46 PM,15,13,88,1009.7,11.3,East,9.3,,0,,Overcast,100
30/1/2015 16:51,4:51 PM,14.4,13.3,93,1008.9,11.3,East,13,,0,,Overcast,90
30/1/2015 16:58,4:58 PM,15,13.3,90,1009.7,16.1,East,11.1,,,,Overcast,90
30/1/2015 17:51,5:51 PM,13.9,12.8,93,1009.2,16.1,East,16.7,,,,Overcast,80
30/1/2015 18:11,6:11 PM,13.9,12.8,93,1010,16.1,East,13,,,,Mostly Cloudy,90
30/1/2015 18:51,6:51 PM,13.9,12.2,89,1009.5,16.1,ENE,13,,,,Overcast,70
30/1/2015 19:51,7:51 PM,13.9,12.2,89,1009.8,16.1,East,9.3,,0,Rain,Light Rain,90
30/1/2015 20:51,8:51 PM,13.9,12.2,89,1009.9,16.1,East,14.8,,0,,Overcast,80
30/1/2015 21:27,9:27 PM,13.3,12.2,93,1010.7,16.1,ESE,7.4,,,,Mostly Cloudy,110
30/1/2015 21:51,9:51 PM,13.3,12.2,93,1009.9,16.1,East,13,,,,Overcast,80
30/1/2015 22:51,10:51 PM,12.8,11.7,93,1010.2,16.1,ESE,5.6,,,,Mostly Cloudy,120
30/1/2015 23:51,11:51 PM,13.3,11.7,90,1009.7,16.1,SE,9.3,,,,Overcast,130
31/1/2015 0:15,12:15 AM,13.3,11.7,90,1010,16.1,East,9.3,,,,Overcast,100
31/1/2015 0:51,12:51 AM,13.3,11.7,90,1009.2,16.1,Calm,Calm,,,,Overcast,0
31/1/2015 1:51,1:51 AM,13.3,11.7,90,1008.9,16.1,East,7.4,,,,Overcast,90
31/1/2015 2:51,2:51 AM,13.3,11.7,90,1008.4,16.1,ESE,7.4,,,,Overcast,110
31/1/2015 3:51,3:51 AM,13.3,11.7,90,1008,16.1,East,7.4,,,,Overcast,90
31/1/2015 4:51,4:51 AM,13.3,11.7,90,1007.9,16.1,East,7.4,,,,Overcast,90
31/1/2015 5:51,5:51 AM,12.8,11.7,93,1008,16.1,Calm,Calm,,,,Mostly Cloudy,0
31/1/2015 6:51,6:51 AM,12.8,11.7,93,1008.2,16.1,Calm,Calm,,,,Overcast,0
31/1/2015 7:51,7:51 AM,12.8,11.7,93,1008.6,16.1,Calm,Calm,,,,Overcast,0
31/1/2015 8:51,8:51 AM,13.9,12.2,89,1008.9,16.1,Calm,Calm,,,,Overcast,0
31/1/2015 9:51,9:51 AM,13.9,12.2,89,1009.6,16.1,Calm,Calm,,,,Overcast,0
31/1/2015 10:51,10:51 AM,13.9,11.7,87,1010.3,16.1,ENE,11.1,,0,Rain,Light Rain,60
31/1/2015 11:51,11:51 AM,13.9,12.2,89,1010.1,11.3,Calm,Calm,,0.05,Rain,Light Rain,0
31/1/2015 12:51,12:51 PM,14.4,12.2,87,1009.7,16.1,Calm,Calm,,0.01,Rain,Light Rain,0
31/1/2015 13:51,1:51 PM,15,12.2,83,1009.4,16.1,SE,5.6,,0.01,,Overcast,140
31/1/2015 14:51,2:51 PM,14.4,12.2,87,1009.5,16.1,South,13,,,,Overcast,170
31/1/2015 14:58,2:58 PM,15,12.8,87,1010.4,16.1,SSE,7.4,,,,Overcast,160
31/1/2015 15:51,3:51 PM,15,12.2,83,1009.8,16.1,South,11.1,,,,Mostly Cloudy,170
31/1/2015 16:51,4:51 PM,15,11.1,78,1010.1,16.1,South,13,,,,Mostly Cloudy,180
31/1/2015 17:51,5:51 PM,14.4,11.7,84,1010.8,16.1,Calm,Calm,,,,Mostly Cloudy,0
31/1/2015 18:51,6:51 PM,13.9,11.7,87,1011.6,16.1,SE,7.4,,,,Mostly Cloudy,140
31/1/2015 19:51,7:51 PM,13.9,11.7,87,1012.1,16.1,Calm,Calm,,,,Mostly Cloudy,0
31/1/2015 20:51,8:51 PM,13.3,11.7,90,1012.4,16.1,ENE,5.6,,,,Overcast,70
31/1/2015 21:51,9:51 PM,12.8,11.1,89,1012.9,16.1,Calm,Calm,,,,Mostly Cloudy,0
31/1/2015 22:51,10:51 PM,12.2,11.1,93,1013.1,16.1,Calm,Calm,,,,Mostly Cloudy,0
31/1/2015 23:51,11:51 PM,12.8,11.1,89,1013.8,16.1,WNW,5.6,,,,Partly Cloudy,290
1/2/2015 0:51,12:51 AM,11.7,10.6,93,1014.1,16.1,Calm,Calm,,,,Partly Cloudy,0
1/2/2015 1:51,1:51 AM,11.1,10,93,1014.2,16.1,ENE,5.6,,,,Partly Cloudy,60
1/2/2015 2:51,2:51 AM,11.1,10,93,1014.6,16.1,ENE,5.6,,,,Scattered Clouds,60
1/2/2015 3:51,3:51 AM,10,9.4,96,1014.6,12.9,Calm,Calm,,,,Scattered Clouds,0
1/2/2015 4:51,4:51 AM,10.6,9.4,92,1014.9,14.5,NNE,5.6,,,,Mostly Cloudy,20
1/2/2015 5:18,5:18 AM,10,9.4,96,1015.8,11.3,Calm,Calm,,,,Mostly Cloudy,0
1/2/2015 5:22,5:22 AM,10.6,10,96,1015.8,0.4,North,5.6,,,Fog,Fog,10
1/2/2015 5:30,5:30 AM,10.6,10,96,1015.8,0.4,Calm,Calm,,,Fog,Fog,0
1/2/2015 5:51,5:51 AM,10.6,10.6,100,1015.5,0.4,NW,5.6,,,Fog,Fog,320
1/2/2015 6:25,6:25 AM,10.6,10.6,100,1016.5,0.4,South,5.6,,,Fog,Fog,170
1/2/2015 6:51,6:51 AM,10.6,10.6,100,1016.1,0.4,Calm,Calm,,,Fog,Fog,0
1/2/2015 7:39,7:39 AM,10.6,10.6,100,1017.5,0.4,Calm,Calm,,,Fog,Fog,0
1/2/2015 7:51,7:51 AM,10.6,10.6,100,1017.2,0.4,North,5.6,,,Fog,Fog,360
1/2/2015 8:33,8:33 AM,11.1,10.6,97,1018.5,0.4,East,5.6,,,Fog,Fog,80
1/2/2015 8:51,8:51 AM,11.1,11.1,100,1018.4,0.4,Calm,Calm,,,Fog,Fog,0
1/2/2015 8:58,8:58 AM,11.1,11.1,100,1018.8,0.4,Calm,Calm,,,Fog,Fog,0
1/2/2015 9:25,9:25 AM,11.1,11.1,100,1019.2,0.4,Calm,Calm,,,Fog,Fog,0
1/2/2015 9:38,9:38 AM,11.1,11.1,100,1019.2,0.4,ESE,5.6,,,Fog,Fog,120
1/2/2015 9:51,9:51 AM,11.1,11.1,100,1018.8,0.4,Calm,Calm,,,Fog,Fog,0
1/2/2015 10:11,10:11 AM,11.1,11.1,100,1019.5,0.4,Calm,Calm,,,Fog,Fog,0
1/2/2015 10:34,10:34 AM,11.7,11.1,96,1019.5,1.2,Calm,Calm,,,,Overcast,0
1/2/2015 10:51,10:51 AM,11.7,11.1,96,1019.2,2.4,Calm,Calm,,,,Overcast,0
1/2/2015 11:05,11:05 AM,11.7,11.1,96,1019.9,4,Calm,Calm,,,,Overcast,0
1/2/2015 11:13,11:13 AM,11.7,11.7,100,1019.9,4.8,Calm,Calm,,,,Overcast,0
1/2/2015 11:49,11:49 AM,13,12,94,1019.5,6.4,Calm,Calm,,,,Overcast,0
1/2/2015 11:51,11:51 AM,13.3,11.7,90,1019,8,West,7.4,,,,Overcast,260
1/2/2015 12:25,12:25 PM,14.4,11.7,84,1018.8,11.3,Variable,7.4,,,,Scattered Clouds,0
1/2/2015 12:51,12:51 PM,15.6,11.7,78,1017.6,14.5,West,9.3,,,,Partly Cloudy,260
1/2/2015 13:51,1:51 PM,17.8,10.6,63,1016.8,16.1,Variable,7.4,,,,Partly Cloudy,0
1/2/2015 14:51,2:51 PM,19.4,8.3,49,1016,16.1,WSW,7.4,,,,Partly Cloudy,240
1/2/2015 15:51,3:51 PM,20,8.3,47,1015.6,16.1,Calm,Calm,,,,Partly Cloudy,0
1/2/2015 16:51,4:51 PM,20,7.2,43,1015.8,16.1,West,7.4,,,,Partly Cloudy,270
1/2/2015 17:51,5:51 PM,19.4,7.2,45,1016.1,16.1,WSW,9.3,,,,Partly Cloudy,250
1/2/2015 18:51,6:51 PM,17.2,11.1,67,1016.8,16.1,ESE,7.4,,,,Partly Cloudy,120
1/2/2015 19:51,7:51 PM,16.1,10,67,1017.5,16.1,Calm,Calm,,,,Partly Cloudy,0
1/2/2015 20:51,8:51 PM,15,9.4,69,1017.6,16.1,East,9.3,,,,Partly Cloudy,100
1/2/2015 21:51,9:51 PM,13.9,10.6,81,1017.8,16.1,ESE,9.3,,,,Partly Cloudy,110
1/2/2015 22:51,10:51 PM,13.3,10,80,1018.1,16.1,East,14.8,,,,Partly Cloudy,90
1/2/2015 23:51,11:51 PM,12.8,10.6,86,1018.5,16.1,East,14.8,,,,Partly Cloudy,90
2/2/2015 0:51,12:51 AM,12.2,10,86,1018.3,16.1,East,11.1,,,,Partly Cloudy,100
2/2/2015 1:51,1:51 AM,12.2,10,86,1018.2,14.5,East,13,,,,Partly Cloudy,100
2/2/2015 2:51,2:51 AM,11.1,10,93,1018,16.1,East,7.4,,,,Partly Cloudy,90
2/2/2015 3:51,3:51 AM,11.1,9.4,89,1018.2,16.1,Calm,Calm,,,,Partly Cloudy,0
2/2/2015 4:51,4:51 AM,10,8.9,93,1018.1,16.1,SE,7.4,,,,Partly Cloudy,140
2/2/2015 5:51,5:51 AM,10.6,8.9,89,1018.6,16.1,East,7.4,,,,Partly Cloudy,100
2/2/2015 6:51,6:51 AM,9.4,8.3,93,1019.1,16.1,East,5.6,,,,Partly Cloudy,100
2/2/2015 7:51,7:51 AM,10,7.8,86,1018.9,16.1,SE,14.8,,,,Scattered Clouds,130
2/2/2015 8:51,8:51 AM,11.7,6.7,71,1019.7,16.1,East,11.1,,,,Scattered Clouds,80
2/2/2015 9:51,9:51 AM,13.9,6.1,59,1019.5,16.1,East,11.1,,,,Scattered Clouds,80
2/2/2015 10:51,10:51 AM,16.7,6.1,50,1019.3,16.1,East,9.3,,,,Mostly Cloudy,90
2/2/2015 11:51,11:51 AM,18.9,3.9,37,1018.3,16.1,ESE,7.4,,,,Mostly Cloudy,110
2/2/2015 12:51,12:51 PM,20,3.3,33,1017.2,16.1,Calm,Calm,,,,Mostly Cloudy,0
2/2/2015 13:51,1:51 PM,21.1,1.1,27,1016,16.1,Calm,Calm,,,,Mostly Cloudy,0
2/2/2015 14:51,2:51 PM,22.2,1.7,26,1015,16.1,WNW,7.4,,,,Mostly Cloudy,290
2/2/2015 15:51,3:51 PM,22.8,1.7,25,1014.5,16.1,WNW,9.3,,,,Scattered Clouds,300
2/2/2015 16:51,4:51 PM,22.8,2.8,27,1014.2,16.1,WSW,5.6,,,,Partly Cloudy,240
2/2/2015 17:51,5:51 PM,22.2,1.1,25,1014.2,16.1,West,9.3,,,,Partly Cloudy,280
2/2/2015 18:51,6:51 PM,21.1,2.2,29,1014.8,16.1,WNW,11.1,,,,Partly Cloudy,290
2/2/2015 19:51,7:51 PM,17.2,7.2,52,1015.1,16.1,Calm,Calm,,,,Clear,0
2/2/2015 20:51,8:51 PM,16.7,7.8,56,1015.6,16.1,Variable,5.6,,,,Clear,0
2/2/2015 21:51,9:51 PM,15.6,8.3,62,1015.7,16.1,Calm,Calm,,,,Clear,0
2/2/2015 22:51,10:51 PM,15,8.9,67,1016,16.1,Calm,Calm,,,,Partly Cloudy,0
2/2/2015 23:51,11:51 PM,13.3,8.3,72,1015.9,16.1,Calm,Calm,,,,Partly Cloudy,0
3/2/2015 0:51,12:51 AM,13.3,8.3,72,1015.8,16.1,ESE,5.6,,,,Scattered Clouds,110
3/2/2015 1:51,1:51 AM,12.8,7.8,72,1015.8,16.1,East,5.6,,,,Mostly Cloudy,100
3/2/2015 2:51,2:51 AM,12.2,7.8,75,1015.6,16.1,ESE,9.3,,,,Mostly Cloudy,120
3/2/2015 3:51,3:51 AM,11.7,7.8,77,1015.7,16.1,SE,5.6,,,,Scattered Clouds,140
3/2/2015 4:51,4:51 AM,11.7,7.2,74,1015.7,16.1,Calm,Calm,,,,Partly Cloudy,0
3/2/2015 5:51,5:51 AM,11.1,7.2,77,1016,16.1,SE,11.1,,,,Partly Cloudy,130
3/2/2015 6:51,6:51 AM,11.1,7.8,80,1016.6,16.1,SE,13,,,,Partly Cloudy,130
3/2/2015 7:51,7:51 AM,11.1,7.2,77,1017.2,16.1,East,11.1,,,,Partly Cloudy,100
3/2/2015 8:51,8:51 AM,13.3,8.3,72,1018,16.1,ESE,9.3,,,,Partly Cloudy,120
3/2/2015 9:51,9:51 AM,15.6,8.3,62,1018.1,16.1,East,13,,,,Partly Cloudy,90
3/2/2015 10:51,10:51 AM,18.3,7.8,50,1018.1,16.1,Variable,5.6,,,,Partly Cloudy,0
3/2/2015 11:51,11:51 AM,19.4,6.7,44,1017.8,16.1,NE,5.6,,,,Partly Cloudy,50
3/2/2015 12:51,12:51 PM,21.1,7.2,41,1016.8,16.1,East,9.3,,,,Partly Cloudy,80
3/2/2015 13:51,1:51 PM,22.8,7.2,37,1015.7,16.1,East,7.4,,,,Partly Cloudy,100
3/2/2015 14:51,2:51 PM,23.3,6.7,34,1015,16.1,ENE,5.6,,,,Scattered Clouds,60
3/2/2015 15:51,3:51 PM,23.9,5.6,31,1014.6,16.1,Calm,Calm,,,,Mostly Cloudy,0
3/2/2015 16:51,4:51 PM,23.9,6.7,33,1014.5,16.1,West,11.1,,,,Mostly Cloudy,260
3/2/2015 17:51,5:51 PM,22.8,7.8,38,1014.7,16.1,WSW,9.3,,,,Mostly Cloudy,240
3/2/2015 18:51,6:51 PM,20,10,52,1015.2,16.1,SW,7.4,,,,Mostly Cloudy,230
3/2/2015 19:51,7:51 PM,19.4,9.4,52,1015.3,16.1,Calm,Calm,,,,Mostly Cloudy,0
3/2/2015 20:51,8:51 PM,19.4,8.3,49,1015.8,16.1,Calm,Calm,,,,Mostly Cloudy,0
3/2/2015 21:51,9:51 PM,17.2,10.6,65,1016.2,16.1,East,9.3,,,,Mostly Cloudy,90
3/2/2015 22:51,10:51 PM,16.1,10.6,70,1016.3,16.1,East,9.3,,,,Mostly Cloudy,100
3/2/2015 23:51,11:51 PM,15,10,72,1016.9,16.1,East,11.1,,,,Scattered Clouds,80
4/2/2015 0:51,12:51 AM,14.4,9.4,72,1016.1,16.1,ESE,7.4,,,,Partly Cloudy,120
4/2/2015 1:51,1:51 AM,13.3,9.4,77,1016.2,16.1,ESE,13,,,,Clear,110
4/2/2015 2:51,2:51 AM,12.8,9.4,80,1016.7,16.1,East,11.1,,,,Clear,90
4/2/2015 3:51,3:51 AM,12.2,8.9,80,1016.5,16.1,ESE,7.4,,,,Partly Cloudy,110
4/2/2015 4:51,4:51 AM,12.2,8.3,77,1016.6,16.1,ESE,5.6,,,,Partly Cloudy,110
4/2/2015 5:51,5:51 AM,12.2,8.3,77,1017,16.1,ESE,9.3,,,,Clear,110
4/2/2015 6:51,6:51 AM,11.7,8.3,80,1018,16.1,East,11.1,,,,Scattered Clouds,100
4/2/2015 7:51,7:51 AM,11.7,8.3,80,1018.7,16.1,East,13,,,,Partly Cloudy,90
4/2/2015 8:51,8:51 AM,14.4,7.8,65,1019.3,16.1,SE,11.1,,,,Partly Cloudy,130
4/2/2015 9:51,9:51 AM,16.7,8.3,58,1019.4,16.1,ESE,14.8,,,,Partly Cloudy,120
4/2/2015 10:51,10:51 AM,18.3,8.9,54,1019.8,16.1,SE,9.3,,,,Partly Cloudy,130
4/2/2015 11:51,11:51 AM,20,8.9,49,1019.3,16.1,East,5.6,,,,Partly Cloudy,90
4/2/2015 12:51,12:51 PM,22.2,8.3,41,1018,16.1,Calm,Calm,,,,Partly Cloudy,0
4/2/2015 13:51,1:51 PM,23.3,7.2,35,1016.9,16.1,NNE,5.6,,,,Partly Cloudy,30
4/2/2015 14:51,2:51 PM,24.4,6.7,32,1016.3,16.1,Calm,Calm,,,,Partly Cloudy,0
4/2/2015 15:51,3:51 PM,25,7.8,33,1016,16.1,West,11.1,,,,Partly Cloudy,280
4/2/2015 16:51,4:51 PM,24.4,6.7,32,1016.1,16.1,WNW,7.4,,,,Partly Cloudy,300
4/2/2015 17:51,5:51 PM,23.9,7.8,36,1016.1,16.1,WSW,7.4,,,,Partly Cloudy,240
4/2/2015 18:51,6:51 PM,23.3,8.3,38,1016.7,16.1,WNW,7.4,,,,Clear,300
4/2/2015 19:51,7:51 PM,20.6,9.4,49,1017.4,16.1,Calm,Calm,,,,Partly Cloudy,0
4/2/2015 20:51,8:51 PM,19.4,9.4,52,1017.8,16.1,Calm,Calm,,,,Partly Cloudy,0
4/2/2015 21:51,9:51 PM,18.3,9.4,56,1017.8,16.1,Calm,Calm,,,,Clear,0
4/2/2015 22:51,10:51 PM,16.1,10,67,1018.3,16.1,East,13,,,,Clear,90
4/2/2015 23:51,11:51 PM,15.6,10,69,1018.4,16.1,East,7.4,,,,Clear,90
5/2/2015 0:51,12:51 AM,15,8.9,67,1017.9,16.1,ESE,9.3,,,,Clear,110
5/2/2015 1:51,1:51 AM,15,8.9,67,1017.8,16.1,ESE,11.1,,,,Clear,110
5/2/2015 2:51,2:51 AM,13.9,8.9,72,1017.9,16.1,Calm,Calm,,,,Clear,0
5/2/2015 3:51,3:51 AM,13.3,8.9,75,1018.1,16.1,ESE,5.6,,,,Clear,120
5/2/2015 4:51,4:51 AM,13.3,8.3,72,1018.4,16.1,ENE,7.4,,,,Clear,60
5/2/2015 5:51,5:51 AM,12.2,8.9,80,1018.8,16.1,East,11.1,,,,Clear,90
5/2/2015 6:51,6:51 AM,11.7,8.9,83,1019.2,16.1,East,7.4,,,,Partly Cloudy,100
5/2/2015 7:51,7:51 AM,11.7,8.3,80,1019.8,16.1,East,5.6,,,,Partly Cloudy,90
5/2/2015 8:51,8:51 AM,14.4,7.8,65,1019.7,16.1,East,5.6,,,,Partly Cloudy,90
5/2/2015 9:51,9:51 AM,17.8,6.7,48,1019.5,16.1,East,11.1,,,,Partly Cloudy,80
5/2/2015 10:51,10:51 AM,20,6.7,42,1019.4,16.1,Variable,7.4,,,,Partly Cloudy,0
5/2/2015 11:51,11:51 AM,22.8,5,31,1018.7,16.1,East,16.7,,,,Partly Cloudy,90
5/2/2015 12:51,12:51 PM,25,4.4,26,1017.6,16.1,East,14.8,,,,Partly Cloudy,90
5/2/2015 13:51,1:51 PM,25.6,5,27,1016.4,16.1,ENE,7.4,,,,Partly Cloudy,60
5/2/2015 14:51,2:51 PM,26.7,3.9,23,1015.8,16.1,West,5.6,,,,Partly Cloudy,270
5/2/2015 15:51,3:51 PM,27.2,2.2,20,1015.2,16.1,Calm,Calm,,,,Partly Cloudy,0
5/2/2015 16:51,4:51 PM,27.8,1.7,18,1014.7,16.1,Calm,Calm,,,,Partly Cloudy,0
5/2/2015 17:51,5:51 PM,27.2,1.7,19,1014.4,16.1,Calm,Calm,,,,Partly Cloudy,0
5/2/2015 18:51,6:51 PM,22.8,6.1,34,1015.1,16.1,SW,9.3,,,,Clear,230
5/2/2015 19:51,7:51 PM,21.7,6.1,36,1016,16.1,West,5.6,,,,Clear,260
5/2/2015 20:51,8:51 PM,18.3,8.9,54,1016.4,16.1,SW,9.3,,,,Clear,230
5/2/2015 21:51,9:51 PM,18.9,7.2,47,1016.6,16.1,Calm,Calm,,,,Clear,0
5/2/2015 22:51,10:51 PM,17.8,7.2,50,1016.7,16.1,SW,5.6,,,,Clear,230
5/2/2015 23:51,11:51 PM,16.1,8.9,62,1017.2,16.1,East,5.6,,,,Clear,100
6/2/2015 0:51,12:51 AM,15.6,8.3,62,1017.2,16.1,ESE,7.4,,,,Clear,120
6/2/2015 1:51,1:51 AM,15,6.1,55,1017.4,16.1,East,11.1,,,,Clear,100
6/2/2015 2:51,2:51 AM,15.6,5,49,1017.5,16.1,ESE,9.3,,,,Clear,110
6/2/2015 3:51,3:51 AM,15,6.7,58,1017.5,16.1,ESE,9.3,,,,Clear,110
6/2/2015 4:51,4:51 AM,13.9,7.2,64,1017.6,16.1,SE,7.4,,,,Clear,130
6/2/2015 5:51,5:51 AM,13.9,5.6,57,1017.7,16.1,ESE,9.3,,,,Clear,110
6/2/2015 6:51,6:51 AM,12.8,6.1,64,1018.4,16.1,ESE,7.4,,,,Partly Cloudy,110
6/2/2015 7:51,7:51 AM,13.9,4.4,53,1018.8,16.1,ESE,9.3,,,,Partly Cloudy,110
6/2/2015 8:51,8:51 AM,17.2,3.3,40,1019.4,16.1,East,7.4,,,,Partly Cloudy,100
6/2/2015 9:51,9:51 AM,19.4,2.2,32,1019.5,16.1,East,14.8,,,,Partly Cloudy,100
6/2/2015 10:51,10:51 AM,21.7,3.3,30,1019.7,16.1,ESE,7.4,,,,Scattered Clouds,110
6/2/2015 11:51,11:51 AM,23.3,2.2,25,1019.7,16.1,NE,7.4,,,,Partly Cloudy,50
6/2/2015 12:51,12:51 PM,25.6,2.2,22,1018.5,16.1,SE,5.6,,,,Partly Cloudy,130
6/2/2015 13:51,1:51 PM,27.2,2.2,20,1017.4,16.1,Calm,Calm,,,,Partly Cloudy,0
6/2/2015 14:51,2:51 PM,27.8,2.2,19,1016.6,16.1,Calm,Calm,,,,Partly Cloudy,0
6/2/2015 15:51,3:51 PM,28.3,2.2,19,1016.3,16.1,Calm,Calm,,,,Partly Cloudy,0
6/2/2015 16:51,4:51 PM,28.3,1.7,18,1016,16.1,Calm,Calm,,,,Partly Cloudy,0
6/2/2015 17:51,5:51 PM,26.7,5,25,1016,16.1,SW,5.6,,,,Partly Cloudy,220
6/2/2015 18:51,6:51 PM,23.3,7.8,37,1016.6,16.1,WSW,7.4,,,,Clear,240
6/2/2015 19:51,7:51 PM,22.2,7.8,40,1017,16.1,SW,5.6,,,,Clear,220
6/2/2015 20:51,8:51 PM,21.7,7.8,41,1017.5,16.1,Calm,Calm,,,,Clear,0
6/2/2015 21:51,9:51 PM,21.1,7.8,42,1017.6,16.1,Calm,Calm,,,,Clear,0
6/2/2015 22:51,10:51 PM,17.8,9.4,58,1018,16.1,East,9.3,,,,Clear,90
6/2/2015 23:51,11:51 PM,16.7,8.3,58,1018.1,16.1,East,5.6,,,,Clear,100
7/2/2015 0:51,12:51 AM,16.1,7.2,56,1017.7,16.1,East,11.1,,,,Clear,90
7/2/2015 1:51,1:51 AM,16.1,7.2,56,1017.7,16.1,ESE,7.4,,,,Clear,110
7/2/2015 2:51,2:51 AM,14.4,8.3,67,1018,16.1,Calm,Calm,,,,Clear,0
7/2/2015 3:51,3:51 AM,13.9,8.3,69,1017.8,16.1,Calm,Calm,,,,Clear,0
7/2/2015 4:51,4:51 AM,13.9,7.2,64,1017.7,16.1,East,7.4,,,,Clear,90
7/2/2015 5:51,5:51 AM,12.2,6.1,66,1017.6,16.1,ESE,9.3,,,,Clear,110
7/2/2015 6:51,6:51 AM,12.2,5.6,64,1018.1,16.1,ESE,11.1,,,,Clear,110
7/2/2015 7:51,7:51 AM,12.8,5,59,1018.7,16.1,East,7.4,,,,Clear,80
7/2/2015 8:51,8:51 AM,15.6,5,49,1019.2,16.1,ESE,11.1,,,,Clear,120
7/2/2015 9:51,9:51 AM,18.3,5.6,43,1019.6,16.1,SE,11.1,,,,Clear,140
7/2/2015 10:51,10:51 AM,20.6,5.6,38,1019.5,16.1,ESE,7.4,,,,Clear,120
7/2/2015 11:51,11:51 AM,22.2,5.6,34,1018.8,16.1,Calm,Calm,,,,Clear,0
7/2/2015 12:51,12:51 PM,24.4,6.1,31,1017.6,16.1,Calm,Calm,,,,Clear,0
7/2/2015 13:51,1:51 PM,25.6,5,27,1016.4,16.1,SE,5.6,,,,Clear,140
7/2/2015 14:51,2:51 PM,27.2,3.9,22,1015.6,16.1,Variable,5.6,,,,Clear,0
7/2/2015 15:51,3:51 PM,26.7,3.9,23,1015.2,16.1,SW,9.3,,,,Clear,220
7/2/2015 16:51,4:51 PM,26.7,2.8,21,1015.2,16.1,SW,7.4,,,,Clear,220
7/2/2015 17:51,5:51 PM,25.6,3.3,24,1015.3,16.1,Calm,Calm,,,,Clear,0
7/2/2015 18:51,6:51 PM,22.8,6.1,34,1016.1,16.1,SSW,7.4,,,,Clear,210
7/2/2015 19:51,7:51 PM,21.7,7.2,39,1016.5,16.1,Calm,Calm,,,,Clear,0
7/2/2015 20:51,8:51 PM,20.6,7.2,42,1016.7,16.1,Calm,Calm,,,,Clear,0
7/2/2015 21:51,9:51 PM,18.9,6.1,43,1017,16.1,East,9.3,,,,Clear,90
7/2/2015 22:51,10:51 PM,17.2,7.2,52,1017.2,16.1,East,11.1,,,,Clear,100
7/2/2015 23:51,11:51 PM,16.7,7.2,53,1017.3,16.1,East,11.1,,,,Clear,100
8/2/2015 0:51,12:51 AM,15.6,7.2,57,1017.4,16.1,East,14.8,,,,Clear,90
